uczen_id,Dziennik,semestr,wszystkich,nieobecnych
1353AF652A,2M,I,692,301
1353AF652A,2M,II,460,231
2F76542913,2M,I,692,178
2F76542913,2M,II,460,210
EAB7582532,2M,I,692,197
EAB7582532,2M,II,460,199
2072B8A93F,3M,I,729,452
2072B8A93F,3M,II,479,299
7AC8AB8A05,3M,I,729,172
7AC8AB8A05,3M,II,479,126
27505A1520,3M,I,729,424
27505A1520,3M,II,479,208
2749F8FF3A,3M,I,729,274
2749F8FF3A,3M,II,479,240
F4A86127E1,3M,I,729,278
F4A86127E1,3M,II,479,129
FED285A429,3M,I,729,215
FED285A429,3M,II,479,135
08B5634E90,3M,I,729,165
08B5634E90,3M,II,479,144
5FF9AC7EA8,3M,I,729,136
5FF9AC7EA8,3M,II,479,112
B2A1CAF44C,3M,I,729,286
B2A1CAF44C,3M,II,479,162
C86788ACA3,3M,I,729,289
C86788ACA3,3M,II,479,226
5BC6EDC0F8,3M,I,729,338
5BC6EDC0F8,3M,II,479,246
755B2B8872,3M,I,729,211
755B2B8872,3M,II,479,156
3D708695C3,3M,I,641,384
91AD19B797,3M,I,729,135
91AD19B797,3M,II,479,106
