uczen_id,Dziennik,semestr,wszystkich,nieobecnych
B4C93EDD81,5TW5,II,339,130
248AC7111A,5TW5,I,455,153
248AC7111A,5TW5,II,339,171
0656150466,5TW5,I,455,108
0656150466,5TW5,II,339,141
B70D910674,5TW5,I,455,93
B70D910674,5TW5,II,339,119
61A03F2675,5TW5,I,455,73
61A03F2675,5TW5,II,339,103
FFCC9F97F3,5TW5,I,455,84
FFCC9F97F3,5TW5,II,339,137
CCA3BB568F,5TW5,I,442,73
CCA3BB568F,5TW5,II,328,112
33C5CA820C,5TW5,I,455,98
33C5CA820C,5TW5,II,339,160
165732F5D0,5TW5,I,455,233
165732F5D0,5TW5,II,339,171
B4D7441CB9,5TW5,I,455,91
B4D7441CB9,5TW5,II,339,117
75ABBFEA09,5TW5,I,455,126
75ABBFEA09,5TW5,II,339,154
28ACFEDFE8,5TW5,I,429,83
28ACFEDFE8,5TW5,II,315,125
CB69E274F4,5TW5,I,442,95
CB69E274F4,5TW5,II,328,142
8BC40F0707,5TW5,I,455,91
8BC40F0707,5TW5,II,339,65
1E452F8B76,5TW5,I,455,93
1E452F8B76,5TW5,II,339,136
EE75A467A8,5TW5,I,18,17
FD77904472,5TW5,I,455,89
FD77904472,5TW5,II,339,123
49DA0EE07B,5TW5,I,441,195
49DA0EE07B,5TW5,II,328,194
02A96D4364,5TW5,I,442,152
02A96D4364,5TW5,II,328,139
233DC37A1E,5TW5,I,455,177
233DC37A1E,5TW5,II,339,128
D88AD7F31B,5TW5,I,442,82
D88AD7F31B,5TW5,II,328,88
571C54E9D3,5TW5,I,455,84
571C54E9D3,5TW5,II,339,120
68E4E95E90,5TW5,I,455,161
68E4E95E90,5TW5,II,339,148
1D7CE27219,1M,I,448,173
1D7CE27219,1M,II,624,403
6F7EAC37BB,1M,I,448,252
6F7EAC37BB,1M,II,624,484
1D52910AEC,1M,I,448,101
1D52910AEC,1M,II,624,275
24C7D75398,1M,I,448,116
24C7D75398,1M,II,624,249
EC514CB4CC,1M,I,448,128
EC514CB4CC,1M,II,624,211
2BFD2025B4,1M,I,448,177
2BFD2025B4,1M,II,624,408
0033BC69A3,1M,II,23,17
F7AE5C8CE6,1M,I,448,92
F7AE5C8CE6,1M,II,624,209
D9BB6ECBB4,1M,I,448,163
D9BB6ECBB4,1M,II,624,377
29FB9E412C,1M,I,446,175
29FB9E412C,1M,II,627,484
FC9BA2641A,1M,I,446,81
FC9BA2641A,1M,II,627,244
DC266A9396,1M,I,446,48
DC266A9396,1M,II,627,160
6B6562052E,1M,I,446,34
6B6562052E,1M,II,627,133
81F4D6FF65,1M,II,212,89
C6EB844156,1M,I,405,92
C6EB844156,1M,II,627,176
357DFBCB4D,1M,I,446,154
357DFBCB4D,1M,II,627,338
3BE3545E01,1M,I,446,133
3BE3545E01,1M,II,627,313
E273281386,1M,I,446,86
E273281386,1M,II,627,273
B89B1AF3AC,1M,I,446,140
B89B1AF3AC,1M,II,627,248
A86E206FEE,2M,II,119,76
361602E01A,2M,I,470,61
361602E01A,2M,II,678,233
CD2873309A,2M,I,489,17
CD2873309A,2M,II,678,117
9C24014A17,2M,I,489,17
9C24014A17,2M,II,678,89
99D9678E19,2M,I,489,65
99D9678E19,2M,II,678,121
A61B9E0BA9,2M,I,489,147
A61B9E0BA9,2M,II,678,287
36375DE4E7,2M,I,489,169
36375DE4E7,2M,II,678,243
4066A85747,2M,I,489,50
4066A85747,2M,II,678,173
26BE6494BB,2M,I,489,107
26BE6494BB,2M,II,678,242
27BE6256EC,2M,I,479,102
27BE6256EC,2M,II,659,194
FC9BA2641A,2M,I,489,129
FC9BA2641A,2M,II,678,221
99F95E06E6,2M,I,479,163
99F95E06E6,2M,II,659,293
F0AB1214F0,2M,I,479,179
F0AB1214F0,2M,II,659,331
29A99559C5,2M,I,479,163
29A99559C5,2M,II,659,260
06E73EB4A6,2M,I,489,262
06E73EB4A6,2M,II,678,351
4A4378F22D,2M,I,459,22
4A4378F22D,2M,II,659,259
32C3C01A62,2M,I,489,88
32C3C01A62,2M,II,678,233
A510329A5F,3M,I,481,185
A510329A5F,3M,II,654,338
88EE17D191,3M,I,468,57
88EE17D191,3M,II,631,191
AD6BE5923B,3M,I,470,263
AD6BE5923B,3M,II,635,454
874DBAED47,3M,I,481,93
874DBAED47,3M,II,654,280
A1CE292364,3M,I,481,149
A1CE292364,3M,II,654,244
9095074A0F,3M,I,470,240
9095074A0F,3M,II,635,355
DB30796B43,3M,I,470,151
DB30796B43,3M,II,635,214
BE7BEC9A8C,3M,I,470,222
BE7BEC9A8C,3M,II,635,339
C107B7F21D,3M,II,463,292
4BE6E13535,3M,I,481,83
4BE6E13535,3M,II,654,188
C181DD9ACF,3M,I,479,80
C181DD9ACF,3M,II,650,219
CE5ADB47E8,3M,I,470,96
CE5ADB47E8,3M,II,635,157
12FDA82E23,3M,I,468,182
12FDA82E23,3M,II,637,295
E8E3451C4A,3M,I,471,194
E8E3451C4A,3M,II,637,333
257A597D9B,3M,I,481,141
257A597D9B,3M,II,656,257
085EB0C6C4,3M,I,471,64
085EB0C6C4,3M,II,637,106
E9C891E3F0,3M,I,64,63
6A32292DA6,3M,I,469,460
6A32292DA6,3M,II,48,48
0244E1B6BF,3M,II,473,276
85CA4B4F29,3M,I,471,97
85CA4B4F29,3M,II,637,268
87216BCB66,3M,I,482,176
87216BCB66,3M,II,656,302
907867E9B4,3M,I,471,256
907867E9B4,3M,II,637,400
8C8C00CDD5,3M,I,471,189
8C8C00CDD5,3M,II,637,365
39CF3DB037,3M,I,482,129
39CF3DB037,3M,II,656,333
10993B78D2,3M,I,471,103
10993B78D2,3M,II,637,308
